iteration,level,temperature,current,best,accepted
0,0,3913.9602953176795,45462,45462,0
4800,1,3913.9602953176795,45479,35176,4387
9600,2,3835.681089411326,43882,34419,8776
14400,3,3758.9674676230993,52383,34419,13104
19200,4,3683.7881182706369,48469,34419,17456
24000,5,3610.1123559052244,46469,34419,21776
28800,6,3537.9101087871195,41980,34419,26091
33600,7,3467.1519066113769,49831,34419,30422
38400,8,3397.8088684791496,48169,34419,34757
43200,9,3329.8526911095664,39385,34419,39062
48000,10,3263.2556372873751,47149,30534,43338
52800,11,3197.9905245416276,44271,30534,47574
57600,12,3134.0307140507948,45166,30534,51839
62400,13,3071.3500997697793,45918,30534,56091
67200,14,3009.9230977743832,42970,30534,60331
72000,15,2949.7246358188959,42065,30534,64562
76800,16,2890.7301431025176,50659,30534,68807
81600,17,2832.9155402404672,47255,30534,73002
86400,18,2776.2572294356582,47912,30534,77208
91200,19,2720.7320848469449,47647,30534,81356
96000,20,2666.3174431500056,43095,30534,85612
100800,21,2612.9910942870056,43936,30534,89701
105600,22,2560.7312724012654,48980,30534,93830
110400,23,2509.5166469532401,46553,30534,97996
115200,24,2459.3263140141748,46644,30534,102145
120000,25,2410.1397877338918,44850,30534,106214
124800,26,2361.9369919792134,36736,30534,110290
129600,27,2314.6982521396294,47386,30534,114386
134400,28,2268.4042870968369,41233,30534,118453
139200,29,2223.0362013549002,43963,30534,122435
144000,30,2178.5754773278022,52135,30534,126410
148800,31,2135.003967781246,45654,30534,130491
153600,32,2092.3038884256212,42985,30534,134510
158400,33,2050.4578106571084,46505,30534,138501
163200,34,2009.4486544439667,39454,30534,142502
168000,35,1969.2596813550872,36143,30534,146406
172800,36,1929.8744877279853,45925,30534,150318
177600,37,1891.2769979734258,41365,30534,154264
182400,38,1853.4514580139571,45363,30534,158141
187200,39,1816.382428853678,35814,30534,161965
192000,40,1780.0547802766043,46168,30534,165819
196800,41,1744.4536846710721,55168,30534,169637
201600,42,1709.5646109776505,45157,30534,173502
206400,43,1675.3733187580976,46368,30534,177274
211200,44,1641.8658523829356,45007,30534,181034
216000,45,1609.0285353352767,38242,30534,184778
220800,46,1576.8479646285714,38942,30408,188529
225600,47,1545.3110053359999,41941,30408,192245
230400,48,1514.4047852292799,44586,29738,195911
235200,49,1484.1166895246943,39400,29393,199547
240000,50,1454.4343557342002,42211,29393,203087
244800,51,1425.3456686195161,41893,28616,206672
249600,52,1396.8387552471258,37777,28616,210190
254400,53,1368.9019801421832,38054,28616,213817
259200,54,1341.5239405393395,43740,28616,217369
264000,55,1314.6934617285528,40372,28616,220992
268800,56,1288.3995924939818,42846,28616,224445
273600,57,1262.6316006441023,41240,28605,227958
278400,58,1237.37896863122,36940,28605,231341
283200,59,1212.6313892585956,34899,28577,234667
288000,60,1188.3787614734238,38048,27512,238056
292800,61,1164.6111862439552,39586,27512,241417
297600,62,1141.3189625190762,38522,27512,244779
302400,63,1118.4925832686945,39594,27512,248110
307200,64,1096.1227316033207,33979,27512,251484
312000,65,1074.2002769712544,38367,27512,254769
316800,66,1052.7162714318292,38539,27512,258012
321600,67,1031.6619460031927,39985,27512,261243
326400,68,1011.0287070831287,36264,27512,264394
331200,69,990.80813294146606,37928,27512,267526
336000,70,970.99197028263677,34641,27512,270678
340800,71,951.57213087698403,38630,27114,273775
345600,72,932.54068825944432,37092,27114,276735
350400,73,913.88987449425542,38995,27114,279725
355200,74,895.61207700437035,40651,27114,282723
360000,75,877.69983546428296,33962,26891,285648
364800,76,860.14583875499716,33551,26891,288563
369600,77,842.94292197989728,30626,25681,291415
374400,78,826.08406354029921,33788,25681,294301
379200,79,809.56238226949324,32688,25681,297122
384000,80,793.37113462410343,32289,25681,299998
388800,81,777.5037119316213,36938,25681,302797
393600,82,761.95363769298888,33695,24972,305492
398400,83,746.71456493912922,40007,24972,308264
403200,84,731.78027364034654,31983,24972,310985
408000,85,717.14466816753975,33857,24972,313672
412800,86,702.80177480418888,36742,24972,316297
417600,87,688.74573930810504,34979,24972,318912
422400,88,674.97082452194297,33624,24972,321420
427200,89,661.4714080315041,30298,24972,323976
432000,90,648.24197987087405,34249,24902,326460
436800,91,635.27714027345655,31703,22896,328992
441600,92,622.57159746798743,33210,22896,331382
446400,93,610.12016551862769,28739,22896,333768
451200,94,597.91776220825511,29970,22896,336009
456000,95,585.95940696409002,31872,22896,338284
460800,96,574.24021882480815,35562,22896,340558
465600,97,562.75541444831197,29633,21890,342815
470400,98,551.50030615934577,32783,21622,345116
475200,99,540.47030003615885,29654,21622,347301
480000,100,529.66089403543572,30277,21622,349376
484800,101,519.06767615472688,27580,21622,351413
489600,102,508.68632263163238,26525,21622,353453
494400,103,498.51259617899979,27857,21622,355448
499200,104,488.54234425541978,27046,21251,357426
504000,105,478.77149737031141,31182,21251,359498
508800,106,469.19606742290517,26611,21251,361398
513600,107,459.81214607444701,28387,21192,363220
518400,108,450.61590315295808,24480,20930,365076
523200,109,441.6035850898989,26772,20741,366855
528000,110,432.77151338810091,27000,20558,368710
532800,111,424.11608312033889,25098,20373,370443
537600,112,415.63376145793211,25270,20373,372197
542400,113,407.32108622877342,26842,19890,373786
547200,114,399.17466450419801,26882,19144,375349
552000,115,391.19117121411404,26627,19144,376911
556800,116,383.36734778983174,26420,19144,378509
561600,117,375.70000083403511,25624,19144,380144
566400,118,368.1860008173544,22299,19144,381725
571200,119,360.82228080100731,24157,18893,383315
576000,120,353.6058351849872,27606,18893,384757
580800,121,346.53371848128745,22463,18893,386162
585600,122,339.60304411166163,22019,18893,387551
590400,123,332.81098322942842,21122,18220,388858
595200,124,326.15476356483987,24176,18220,390172
600000,125,319.6316682935431,17402,17402,391526
604800,126,313.23903492767226,20959,17402,392848
609600,127,306.9742542291188,21474,17005,394163
614400,128,300.83476914453644,24850,17005,395326
619200,129,294.81807376164573,22231,17005,396590
624000,130,288.9217122864128,21064,17005,397761
628800,131,283.14327804068455,19980,17005,398938
633600,132,277.48041247987084,19590,15831,400005
638400,133,271.9308042302734,21266,15831,401131
643200,134,266.49218814566791,20529,15831,402158
648000,135,261.16234438275455,21867,15831,403223
652800,136,255.93909749509945,21777,15831,404247
657600,137,250.82031554519747,17311,15831,405196
662400,138,245.80390923429351,21568,15831,406138
667200,139,240.88783104960766,20151,15831,407113
672000,140,236.07007442861547,20774,15831,408060
676800,141,231.34867294004314,20873,15831,409004
681600,142,226.7216994812423,20568,15831,409897
686400,143,222.18726549161744,18508,15831,410808
691200,144,217.7435201817851,19652,15715,411629
696000,145,213.38864977814939,17979,15715,412426
700800,146,209.12087678258638,20286,15225,413212
705600,147,204.93845924693463,18121,15199,413938
710400,148,200.83969006199595,18295,15199,414666
715200,149,196.82289626075604,16683,15199,415397
720000,150,192.8864383355409,15752,14143,416072
724800,151,189.0287095688301,17126,14143,416770
729600,152,185.24813537745348,19745,14143,417376
734400,153,181.54317266990441,15863,14013,417979
739200,154,177.91230921650634,18165,14013,418624
744000,155,174.35406303217619,15423,14013,419270
748800,156,170.86698177153266,15199,14013,419839
753600,157,167.449642136102,16398,14013,420368
758400,158,164.10064929337997,17361,14013,420935
763200,159,160.81863630751238,16254,14013,421464
768000,160,157.60226358136211,16013,14013,422016
772800,161,154.45021830973488,16166,13411,422552
777600,162,151.36121394354018,15812,13411,423123
782400,163,148.33398966466936,15940,13411,423633
787200,164,145.36730987137599,15317,13411,424089
792000,165,142.45996367394847,15746,12775,424506
796800,166,139.61076440046949,15996,12775,424911
801600,167,136.81854911246009,15465,12775,425349
806400,168,134.08217813021088,14327,12775,425779
811200,169,131.40053456760668,14166,12775,426184
816000,170,128.77252387625455,16400,12775,426591
820800,171,126.19707339872944,15359,12775,427060
825600,172,123.67313193075485,13091,12775,427438
830400,173,121.19966929213976,13430,12032,427779
835200,174,118.77567590629695,13466,12032,428107
840000,175,116.40016238817101,14339,12032,428442
