iteration,level,temperature,current,best,accepted
0,0,3310.640003391537,49261,49261,0
4800,1,3310.640003391537,46964,34232,4304
9600,2,3244.4272033237062,51664,34232,8583
14400,3,3179.5386592572318,42159,34232,12890
19200,4,3115.9478860720874,48803,34232,17165
24000,5,3053.6289283506453,43884,34232,21394
28800,6,2992.5563497836324,46458,34232,25604
33600,7,2932.7052227879594,50588,34232,29810
38400,8,2874.0511183322005,47052,34232,34071
43200,9,2816.570095965556,44899,34232,38299
48000,10,2760.2386940462452,42415,34232,42490
52800,11,2705.0339201653201,50998,34232,46639
57600,12,2650.9332417620139,41334,33939,50827
62400,13,2597.9145769267734,49063,33455,54962
67200,14,2545.956285388238,44895,33455,59123
72000,15,2495.037159680473,44983,33315,63240
76800,16,2445.1364164868637,43801,33014,67352
81600,17,2396.2336881571264,41289,33014,71403
86400,18,2348.3090143939839,47855,33014,75494
91200,19,2301.342834106104,47636,33014,79574
96000,20,2255.3159774239821,46278,29454,83612
100800,21,2210.2096578755022,47087,29454,87619
105600,22,2166.0054647179923,43871,29454,91697
110400,23,2122.6853554236322,47190,29454,95713
115200,24,2080.2316483151594,42740,29454,99705
120000,25,2038.6270153488563,43027,29454,103743
124800,26,1997.8544750418789,42097,29454,107671
129600,27,1957.8973855410413,47567,29454,111597
134400,28,1918.7394378302206,47472,29454,115506
139200,29,1880.3646490736162,42560,29454,119418
144000,30,1842.7573560921439,38587,29454,123286
148800,31,1805.9022089703012,44816,29157,127153
153600,32,1769.7841647908951,43556,29157,131009
158400,33,1734.388481495077,43697,29157,134868
163200,34,1699.7007118651757,42246,29157,138680
168000,35,1665.706697627872,41817,29157,142437
172800,36,1632.3925636753145,44822,29157,146206
177600,37,1599.7447124018083,42912,29157,149997
182400,38,1567.7498181537721,47978,29157,153766
187200,39,1536.3948217906966,46957,29157,157432
192000,40,1505.6669253548828,39532,29157,161123
196800,41,1475.553586847785,38352,29157,164770
201600,42,1446.0425151108291,42280,29157,168354
206400,43,1417.1216648086124,42911,29157,171993
211200,44,1388.7792315124402,44668,28656,175621
216000,45,1361.0036468821913,41904,28656,179244
220800,46,1333.7835739445477,42420,28656,182811
225600,47,1307.1079024656565,41858,28656,186347
230400,48,1280.9657444163436,41304,28656,189777
235200,49,1255.3464295280164,40350,28656,193266
240000,50,1230.2395009374561,39444,28656,196657
244800,51,1205.634710918707,44297,27795,199992
249600,52,1181.5220167003329,44551,27795,203419
254400,53,1157.891576366326,41471,27795,206838
259200,54,1134.7337448389997,40357,27795,210195
264000,55,1112.0390699422196,36858,27795,213447
268800,56,1089.7982885433753,37836,27795,216728
273600,57,1068.0023227725078,39275,27795,219950
278400,58,1046.6422763170576,41728,27795,223179
283200,59,1025.7094307907164,34487,27110,226332
288000,60,1005.1952421749021,32256,27110,229489
292800,61,985.09133733140402,34055,27110,232645
297600,62,965.38951058477596,29919,27110,235690
302400,63,946.08172037308032,32759,27110,238834
307200,64,927.1600859656188,34687,27110,241910
312000,65,908.61688424630643,39690,27110,245011
316800,66,890.44454656138032,36582,27110,248015
