iteration,level,temperature,current,best,accepted
1128000,235,22.325192639919642,10931,10628,345611
1132800,236,21.878688787121245,10646,10628,345630
1137600,237,21.441115011378823,10711,10628,345650
1142400,238,21.012292711151247,10731,10628,345670
1147200,239,20.592046856928221,10715,10628,345686
1152000,240,20.180205919789653,10677,10628,345696
1156800,241,19.776601801393863,10671,10628,345710
1161600,242,19.381069765365986,10714,10628,345731
1166400,243,18.993448370058665,10718,10628,345748
1171200,244,18.613579402657493,10710,10628,345761
1176000,245,18.24130781460434,10671,10628,345775
1180800,246,17.876481658312255,10725,10628,345783
1185600,247,17.518952025146007,10671,10628,345806
1190400,248,17.168572984643088,10679,10628,345817
1195200,249,16.825201524950224,10744,10628,345828
1200000,250,16.48869749445122,10746,10628,345842
1204800,251,16.158923544562196,10671,10628,345853
1209600,252,15.83574507367095,10671,10628,345867
1214400,253,15.519030172197532,10733,10628,345887
1219200,254,15.208649568753581,10671,10628,345896
1224000,255,14.904476577378507,10744,10628,345908
1228800,256,14.606387045830937,10671,10628,345914
1233600,257,14.314259304914319,10707,10628,345923
1238400,258,14.027974118816033,10671,10628,345930
1243200,259,13.747414636439711,10679,10628,345944
1248000,260,13.472466343710915,10671,10628,345953
1252800,261,13.203017016836696,10671,10628,345959
1257600,262,12.938956676499963,10671,10628,345965
1262400,263,12.680177542969963,10679,10628,345973
1267200,264,12.426573992110564,10679,10628,345978
1272000,265,12.178042512268352,10679,10628,345990
1276800,266,11.934481662022984,10679,10628,346000
1281600,267,11.695792028782524,10671,10628,346010
1286400,268,11.461876188206874,10714,10628,346021
1291200,269,11.232638664442737,10671,10628,346034
1296000,270,11.007985891153881,10671,10628,346043
1300800,271,10.787826173330803,10671,10628,346047
1305600,272,10.572069649864186,10679,10628,346054
1310400,273,10.360628256866903,10671,10628,346057
1315200,274,10.153415691729565,10679,10628,346063
1320000,275,9.9503473778949747,10723,10628,346076
1324800,276,9.7513404303370752,10671,10628,346085
1329600,277,9.5563136217303342,10671,10628,346094
1334400,278,9.3651873492957272,10671,10628,346097
1339200,279,9.1778836023098123,10679,10628,346106
1344000,280,8.9943259302636154,10706,10628,346114
1348800,281,8.8144394116583431,10671,10628,346119
1353600,282,8.6381506234251777,10671,10628,346128
1358400,283,8.4653876109566735,10671,10628,346134
1363200,284,8.2960798587375404,10679,10628,346141
1368000,285,8.130158261562789,10671,10628,346148
1372800,286,7.9675550963315329,10679,10628,346158
1377600,287,7.8082039944049031,10671,10628,346168
1382400,288,7.6520399145168048,10679,10628,346174
1387200,289,7.4989991162264689,10679,10628,346179
1392000,290,7.3490191339019395,10671,10628,346184
1396800,291,7.2020387512239008,10679,10628,346193
1401600,292,7.057997976199422,10671,10628,346199
1406400,293,6.9168380166754337,10671,10628,346203
1411200,294,6.7785012563419258,10671,10628,346210
1416000,295,6.6429312312150861,10679,10628,346216
1420800,296,6.5100726065907848,10671,10628,346225
1425600,297,6.3798711544589688,10679,10628,346233
1430400,298,6.2522737313697894,10671,10628,346240
1435200,299,6.1272282567423924,10671,10628,346246
1440000,300,6.0046836916075446,10671,10628,346259
1444800,301,5.8845900177753929,10671,10628,346260
1449600,302,5.7668982174198851,10671,10628,346263
1454400,303,5.6515602530714872,10671,10628,346268
1459200,304,5.5385290480100577,10671,10628,346274
1464000,305,5.4277584670498564,10671,10628,346281
1468800,306,5.3192032977088592,10671,10628,346286
1473600,307,5.2128192317546818,10671,10628,346288
1478400,308,5.1085628471195887,10671,10628,346293
1483200,309,5.0063915901771967,10671,10628,346301
1488000,310,4.9062637583736528,10671,10628,346307
1492800,311,4.8081384832061795,10671,10628,346313
1497600,312,4.7119757135420555,10671,10628,346317
1502400,313,4.6177361992712145,10671,10628,346323
1507200,314,4.5253814752857897,10671,10628,346328
1512000,315,4.434873845780074,10671,10628,346337
1516800,316,4.3461763688644721,10679,10628,346342
1521600,317,4.2592528414871831,10671,10628,346351
1526400,318,4.1740677846574394,10671,10628,346360
1531200,319,4.0905864289642908,10671,10628,346366
1536000,320,4.0087747003850049,10671,10628,346369
1540800,321,3.9285992063773048,10671,10628,346378
1545600,322,3.8500272222497589,10679,10628,346381
1550400,323,3.7730266778047632,10671,10628,346388
1555200,324,3.6975661442486683,10671,10628,346394
1560000,325,3.6236148213636947,10671,10628,346395
1564800,326,3.551142524936421,10671,10628,346400
1569600,327,3.4801196744376925,10671,10628,346408
1574400,328,3.4105172809489388,10671,10628,346413
1579200,329,3.3423069353299604,10671,10628,346418
1584000,330,3.2754607966233609,10671,10628,346423
1588800,331,3.2099515806908938,10671,10628,346431
1593600,332,3.1457525490770757,10671,10628,346441
1598400,333,3.0828374980955342,10671,10628,346442
1603200,334,3.0211807481336237,10671,10628,346443
1608000,335,2.9607571331709512,10671,10628,346451
1612800,336,2.9015419905075324,10679,10628,346458
1617600,337,2.8435111506973816,10671,10628,346461
1622400,338,2.7866409276834339,10671,10628,346463
1627200,339,2.7309081091297651,10679,10628,346474
1632000,340,2.6762899469471697,10671,10628,346478
1636800,341,2.6227641480082262,10671,10628,346485
1641600,342,2.5703088650480619,10671,10628,346491
1646400,343,2.5189026877471004,10671,10628,346493
1651200,344,2.4685246339921587,10671,10628,346495
1656000,345,2.4191541413123154,10671,10628,346501
1660800,346,2.3707710584860693,10671,10628,346503
1665600,347,2.3233556373163475,10671,10628,346510
1670400,348,2.2768885245700208,10671,10628,346513
1675200,349,2.2313507540786204,10671,10628,346516
1680000,350,2.1867237389970478,10671,10628,346519
1684800,351,2.1429892642171069,10671,10628,346525
1689600,352,2.1001294789327649,10671,10628,346531
1694400,353,2.0581268893541096,10671,10628,346535
1699200,354,2.0169643515670272,10671,10628,346538
1704000,355,1.9766250645356866,10671,10628,346541
1708800,356,1.9370925632449729,10671,10628,346546
1713600,357,1.8983507119800733,10671,10628,346547
1718400,358,1.860383697740472,10671,10628,346555
1723200,359,1.8231760237856627,10671,10628,346556
1728000,360,1.7867125033099496,10671,10628,346560
1732800,361,1.7509782532437503,10671,10628,346562
1737600,362,1.7159586881788753,10671,10628,346568
1742400,363,1.681639514415298,10671,10628,346571
1747200,364,1.648006724126992,10671,10628,346577
1752000,365,1.6150465896444521,10671,10628,346583
1756800,366,1.5827456578515631,10671,10628,346588
1761600,367,1.5510907446945319,10671,10628,346596
1766400,368,1.5200689298006413,10671,10628,346598
1771200,369,1.4896675512046287,10671,10628,346602
1776000,370,1.4598742001805358,10671,10628,346608
1780800,371,1.4306767161769252,10671,10628,346612
1785600,372,1.4020631818533866,10671,10628,346613
1790400,373,1.3740219182163187,10671,10628,346615
1795200,374,1.3465414798519926,10671,10628,346621
1800000,375,1.3196106502549527,10671,10628,346625
1804800,376,1.2932184372498534,10671,10628,346629
1809600,377,1.2673540685048563,10671,10628,346630
1814400,378,1.2420069871347592,10671,10628,346633
1819200,379,1.217166847392064,10671,10628,346637
1824000,380,1.1928235104442229,10671,10628,346640
1828800,381,1.1689670402353383,10671,10628,346645
1833600,382,1.1455876994306315,10671,10628,346646
1838400,383,1.122675945442019,10671,10628,346651
1843200,384,1.1002224265331786,10671,10628,346658
1848000,385,1.078217978002515,10671,10628,346664
1852800,386,1.0566536184424646,10671,10628,346668
1857600,387,1.0355205460736152,10671,10628,346672
1862400,388,1.014810135152143,10671,10628,346676
1867200,389,0.99451393244910014,10671,10628,346678
1872000,390,0.97462365380011806,10671,10628,346682
1876800,391,0.95513118072411574,10671,10628,346685
1881600,392,0.9360285571096334,10671,10628,346691
1886400,393,0.91730798596744068,10671,10628,346695
1891200,394,0.89896182624809184,10671,10628,346699
1896000,395,0.88098258972312993,10671,10628,346701
1900800,396,0.86336293792866736,10671,10628,346706
1905600,397,0.84609567917009398,10671,10628,346708
1910400,398,0.82917376558669209,10671,10628,346712
1915200,399,0.81259029027495822,10671,10628,346719
1920000,400,0.7963384844694591,10671,10628,346726
1924800,401,0.78041171478006988,10671,10628,346732
1929600,402,0.76480348048446845,10671,10628,346739
1934400,403,0.74950741087477912,10671,10628,346744
1939200,404,0.73451726265728357,10671,10628,346746
1944000,405,0.71982691740413784,10671,10628,346750
1948800,406,0.7054303790560551,10671,10628,346754
1953600,407,0.69132177147493401,10671,10628,346759
1958400,408,0.67749533604543533,10671,10628,346761
1963200,409,0.66394542932452649,10671,10628,346769
1968000,410,0.65066652073803599,10671,10628,346772
1972800,411,0.63765319032327528,10671,10628,346778
1977600,412,0.62490012651680982,10671,10628,346782
1982400,413,0.61240212398647353,10671,10628,346787
1987200,414,0.6001540815067441,10671,10628,346791
1992000,415,0.58815099987660924,10671,10628,346797
1996800,416,0.57638797987907697,10671,10628,346800
2001600,417,0.56486022028149552,10671,10628,346806
2006400,418,0.55356301587586554,10671,10628,346810
2011200,419,0.54249175555834828,10671,10628,346815
2016000,420,0.53164192044718128,10671,10628,346818
2020800,421,0.52100908203823759,10671,10628,346820
2025600,422,0.51058890039747284,10671,10628,346823
2030400,423,0.50037712238952337,10671,10628,346829
2035200,424,0.49036957994173291,10671,10628,346839
2040000,425,0.48056218834289827,10671,10628,346844
2044800,426,0.47095094457604025,10671,10628,346850
2049600,427,0.46153192568451945,10671,10628,346856
2054400,428,0.45230128717082907,10671,10628,346862
2059200,429,0.44325526142741245,10671,10628,346866
2064000,430,0.43439015619886423,10671,10628,346869
2068800,431,0.42570235307488691,10671,10628,346873
2073600,432,0.41718830601338919,10671,10628,346877
2078400,433,0.40884453989312142,10671,10628,346880
2083200,434,0.40066764909525893,10671,10628,346886
2088000,435,0.39265429611335373,10671,10628,346889
2092800,436,0.38480121019108665,10671,10628,346891
2097600,437,0.37710518598726489,10671,10628,346893
2102400,438,0.36956308226751955,10671,10628,346900
2107200,439,0.36217182062216918,10671,10628,346903
2112000,440,0.35492838420972578,10671,10628,346905
2116800,441,0.3478298165255313,10671,10628,346906
2121600,442,0.3408732201950207,10671,10628,346909
2126400,443,0.33405575579112029,10671,10628,346916
2131200,444,0.32737464067529787,10671,10628,346921
2136000,445,0.32082714786179189,10671,10628,346924
2140800,446,0.31441060490455602,10671,10628,346926
2145600,447,0.30812239280646486,10671,10628,346929
2150400,448,0.30195994495033557,10671,10628,346931
2155200,449,0.29592074605132884,10671,10628,346935
2160000,450,0.29000233113030227,10671,10628,346938
2164800,451,0.28420228450769625,10671,10628,346943
2169600,452,0.27851823881754234,10671,10628,346946
2174400,453,0.27294787404119147,10671,10628,346951
2179200,454,0.26748891656036766,10671,10628,346953
2184000,455,0.2621391382291603,10671,10628,346960
2188800,456,0.25689635546457706,10671,10628,346966
