iteration,level,temperature,current,best,accepted
0,0,2605.9704216442865,53598,53598,0
4800,1,2605.9704216442865,47177,34309,4183
9600,2,2553.8510132114006,45755,33361,8279
14400,3,2502.7739929471727,41710,33361,12425
19200,4,2452.718513088229,45408,33361,16528
24000,5,2403.6641428264643,42869,32987,20619
28800,6,2355.5908599699351,41690,32987,24681
33600,7,2308.4790427705361,40190,32987,28778
38400,8,2262.3094619151257,45125,32987,32873
43200,9,2217.0632726768231,41895,32987,36874
48000,10,2172.7220072232863,43295,32987,40919
52800,11,2129.2675670788208,46681,31328,44924
57600,12,2086.6822157372444,47996,31328,48866
62400,13,2044.9485714224993,51609,29546,52796
67200,14,2004.0495999940492,40274,29546,56742
72000,15,1963.9686079941682,48624,29546,60722
76800,16,1924.6892358342848,42901,29546,64606
81600,17,1886.1954511175991,43687,29546,68555
86400,18,1848.4715420952473,48642,29546,72460
91200,19,1811.502111253342,42890,29546,76310
96000,20,1775.2720690282754,41006,29546,80153
100800,21,1739.7666276477098,45816,29546,83982
105600,22,1704.9712950947555,41112,29546,87799
110400,23,1670.8718691928605,44628,29546,91598
115200,24,1637.4544318090029,39702,29546,95388
120000,25,1604.7053431728229,45145,29546,99137
124800,26,1572.6112363093664,43530,29546,102887
129600,27,1541.1590115831791,39242,29546,106567
134400,28,1510.3358313515155,42470,29546,110263
139200,29,1480.1291147244854,35822,29546,113943
144000,30,1450.5265324299958,37912,29546,117623
148800,31,1421.5160017813957,35596,29413,121179
153600,32,1393.0856817457677,44075,29413,124856
158400,33,1365.2239681108524,43663,29413,128418
163200,34,1337.9194887486353,39447,28210,131962
168000,35,1311.1610989736625,39571,28210,135488
172800,36,1284.9378769941893,36701,28210,139037
177600,37,1259.2391194543056,43359,28210,142425
182400,38,1234.0543370652194,42794,28210,145924
187200,39,1209.373250323915,46441,28210,149323
192000,40,1185.1857853174367,41120,28210,152766
196800,41,1161.4820696110878,38433,28210,156093
201600,42,1138.252428218866,36485,27312,159372
206400,43,1115.4873796544887,36760,27312,162612
211200,44,1093.177632061399,43069,27312,165912
216000,45,1071.3140794201709,35715,27312,169158
220800,46,1049.8877978317676,34526,27312,172405
225600,47,1028.8900418751321,37760,27312,175610
230400,48,1008.3122410376295,34900,27312,178745
235200,49,988.14599621687682,40638,27312,181887
240000,50,968.38307629253916,38195,26757,184942
244800,51,949.01541476668842,37357,26757,187994
249600,52,930.03510647135465,36148,26757,191098
254400,53,911.43440434192746,36036,26757,194136
